"birth_year","male","poverty","family_income","weeks_unemployed","urban","number_of_jobs_ever","number_children","age_at_first_child","hours_worked_in_week","education","educational_loans"
1963,0,0,497763,0,1,15,3,29,NA,4,900
1964,0,0,49972,0,0,NA,1,31,40,1,NA
1962,1,NA,54990,25,0,6,2,26,80,1,NA
1958,0,0,43000,0,1,4,2,26,40,1,NA
1958,0,0,11250,0,1,7,1,18,NA,1,NA
1963,1,0,70300,0,1,16,1,31,40,4,4000
1961,0,0,91000,0,1,3,1,27,40,3,2000
1963,0,0,49000,0,1,7,2,30,NA,2,80
1964,1,0,163150,0,0,7,3,29,40,1,NA
1961,1,NA,47000,0,1,38,2,20,105,1,NA
1960,0,NA,89080,0,1,8,1,16,40,2,NA
1964,0,NA,15456,0,1,22,2,20,NA,1,2500
1958,1,0,136634,0,1,NA,2,44,40,1,NA
1962,1,0,93000,0,1,9,2,27,40,2,NA
1961,0,NA,60000,0,1,12,2,22,94,2,5201
1963,1,NA,19000,0,1,5,1,16,40,1,NA
1962,0,0,121750,0,0,NA,1,25,40,1,NA
1963,0,0,63000,0,0,11,1,28,40,1,NA
1962,0,0,92000,0,1,23,1,21,90,4,10000
1963,0,0,69608,0,1,17,1,24,100,3,7500
1964,0,0,2e+05,0,1,10,1,16,NA,1,4000
1962,0,0,32300,0,0,NA,4,18,24,1,NA
1963,1,0,27000,0,0,21,1,22,NA,2,NA
1960,0,0,75000,0,1,NA,2,25,12,1,NA
1964,0,0,65000,0,1,13,1,28,40,1,NA
1963,1,0,220000,0,0,17,2,33,45,4,NA
1959,0,0,5276,16,1,NA,1,37,25,1,NA
1959,0,NA,497763,0,1,2,2,25,NA,1,NA
1963,0,0,54000,0,1,3,2,33,40,2,8000
1964,0,1,19368,0,1,1,1,18,NA,1,NA
1961,0,1,96000,0,1,4,2,19,40,1,NA
1960,0,1,30545,0,0,NA,1,18,40,1,NA
1960,0,NA,25000,0,1,27,2,31,NA,1,NA
1960,0,NA,65125,0,1,NA,2,26,40,4,1000
1961,0,0,100040,0,1,7,1,23,NA,1,NA
1961,0,0,84400,0,1,NA,2,31,55,4,16500
1963,1,0,137000,0,1,10,3,30,40,5,800
1964,0,0,440692,0,1,NA,2,28,24,4,175
1957,0,NA,17360,0,1,24,1,23,NA,5,83000
1964,0,NA,70000,0,1,6,2,20,40,1,NA
1959,1,0,32000,0,1,6,1,20,40,1,NA
1963,0,0,30000,0,1,4,1,21,90,1,NA
1960,0,1,49440,10,1,9,1,29,24,2,500
1963,1,1,52200,0,1,NA,2,33,40,1,NA
1962,0,1,1200,0,1,NA,5,21,40,1,NA
1959,1,0,26925,0,1,21,1,24,40,1,NA
1961,1,0,5000,0,1,12,1,27,41,1,NA
1961,0,0,82000,0,0,10,1,30,40,5,5000
1964,0,0,24000,0,1,15,1,19,40,1,2600
1962,1,1,262000,0,1,15,1,26,40,4,8000
1964,1,0,65000,0,1,9,3,23,90,1,NA
1961,0,1,70504,0,0,11,1,19,40,1,NA
1964,0,0,2e+05,0,1,6,2,32,NA,1,NA
1957,1,0,26400,0,1,12,3,37,NA,2,NA
1962,0,0,122000,0,1,6,2,30,32,5,NA
1962,1,0,132000,0,1,25,1,33,48,2,1200
1964,0,0,19864,0,0,25,1,20,76,1,6000
1959,0,0,20400,0,1,14,1,19,NA,4,4300
1958,1,0,55600,0,0,16,3,28,95,2,NA
1958,1,0,112200,0,1,6,3,28,45,1,NA
1961,1,0,248847,0,1,3,3,36,NA,5,NA
1962,0,0,14335,0,1,23,2,26,37,1,5000
1958,0,0,23000,0,1,NA,1,21,40,1,NA
1959,1,0,153000,0,0,NA,3,30,45,1,NA
1963,0,0,42000,0,1,17,1,17,40,4,875
1963,0,0,160097,0,1,NA,4,20,6,1,NA
1963,1,0,137500,0,0,14,3,29,40,2,6000
1962,1,0,497763,0,1,22,2,34,50,6,9000
1961,0,1,35000,0,1,NA,1,21,60,1,1000
1957,0,0,98000,0,1,8,1,37,40,1,NA
1958,0,1,125337,0,1,18,2,18,36,1,1300
1958,0,0,87000,0,1,6,1,31,54,4,NA
1960,1,0,116000,0,1,4,1,25,60,1,NA
1963,1,0,58000,0,1,8,3,28,40,4,NA
1961,0,0,104000,0,1,NA,1,28,40,1,NA
1961,1,0,139500,0,1,10,2,26,66,6,20000
1963,1,0,69400,0,1,26,2,37,NA,1,NA
1964,0,0,36600,0,1,12,2,30,43,1,NA
1962,1,0,154000,0,1,NA,2,29,48,4,NA
1962,0,1,115000,0,1,NA,2,17,40,1,NA
1962,0,NA,35568,30,1,8,1,34,NA,1,NA
1964,0,NA,156000,0,1,22,1,34,NA,2,3700
1961,1,NA,78000,0,1,6,1,18,58,1,NA
1960,0,1,49000,0,1,24,3,19,20,1,1200
1962,1,0,120000,0,1,29,3,22,40,1,NA
1958,0,0,73000,0,0,NA,1,19,52,1,NA
1964,1,0,36000,0,1,14,2,28,45,1,NA
1958,1,0,107000,0,0,7,1,36,40,1,NA
1958,1,NA,65000,0,0,NA,1,22,88,1,NA
1962,1,0,119000,0,1,14,3,26,40,2,NA
1960,1,0,11440,0,1,NA,1,33,70,1,6500
1964,1,0,15600,0,1,NA,2,27,100,1,NA
1959,0,0,63000,0,1,11,1,27,40,1,NA
1963,0,0,154386,0,1,13,2,31,35,1,NA
1962,1,0,67000,0,1,NA,2,33,25,1,NA
1958,0,NA,115000,0,1,3,1,26,NA,1,NA
1959,1,NA,12000,0,1,8,1,24,NA,1,NA
1964,1,0,230006,0,1,14,2,31,98,2,NA
1959,0,0,62100,0,1,18,2,35,80,4,1700
1957,1,0,44600,0,0,NA,1,36,40,1,1500
1958,1,0,132500,0,1,10,2,22,40,1,NA
1958,1,1,40000,0,0,NA,1,41,45,3,2200
1957,1,NA,230000,0,1,8,2,30,45,4,4000
1959,1,1,31240,0,1,NA,3,25,30,8,1250
1961,1,0,65000,0,1,17,1,22,NA,1,NA
1964,0,0,200200,0,1,7,1,24,NA,4,20000
1960,1,NA,32000,0,1,29,1,21,68,1,NA
1961,0,NA,126000,0,1,11,1,23,40,1,NA
1963,0,0,170000,0,1,NA,1,21,43,1,NA
1957,1,NA,86640,0,1,11,2,25,67,1,NA
1959,0,1,40500,0,1,NA,2,36,38,2,NA
1962,1,0,50603,0,1,10,2,28,NA,4,2500
1958,0,0,14400,0,1,NA,1,20,30,2,6000
1962,1,NA,76087,0,1,23,3,33,40,3,3300
1958,0,0,97300,0,1,14,1,32,50,3,210
1961,1,0,52000,0,1,9,2,42,30,1,NA
1957,1,NA,42432,0,1,NA,2,19,40,1,NA
1957,0,NA,76610,0,1,NA,1,19,43,4,NA
1957,1,0,42100,0,1,NA,1,37,40,1,NA
1961,1,0,178000,0,1,12,3,36,40,4,8000
1964,0,0,107000,0,1,7,2,37,NA,1,900
1964,1,NA,120000,0,1,12,2,32,46,1,NA
1963,1,NA,130000,0,1,18,1,45,30,5,8000
1961,0,NA,69350,0,1,NA,1,35,50,5,30000
1962,0,0,110200,0,1,24,1,31,68,6,5000
1959,1,0,225341,0,1,5,2,37,40,3,NA
1960,0,0,274263,0,1,18,2,28,15,5,18000
1963,1,0,95250,0,1,24,1,43,42,5,8000
1963,1,0,40000,0,1,27,1,26,NA,6,NA
1964,0,NA,51100,0,1,21,2,28,6,3,2375
1963,0,0,135120,0,1,NA,1,24,85,2,NA
1958,0,NA,97000,0,1,11,2,30,30,2,NA
1964,0,NA,18000,0,1,NA,1,28,30,1,NA
1957,0,NA,160097,0,1,NA,2,29,40,5,NA
1963,0,NA,130400,0,1,8,2,26,43,1,NA
1958,0,NA,51000,0,1,NA,2,32,40,4,NA
1963,0,0,19800,0,1,NA,1,22,72,1,NA
1959,0,1,7200,0,1,8,1,32,NA,2,1500
1962,1,0,110000,0,1,19,1,46,45,4,18000
1958,1,0,86000,0,1,19,1,28,40,1,NA
1963,1,0,243000,0,1,12,2,31,40,7,7500
1963,0,0,16566,0,1,11,2,21,NA,1,NA
1958,0,0,115000,0,1,NA,2,21,20,5,NA
1963,1,0,11976,0,1,15,2,17,NA,1,NA
1964,0,0,175103,0,1,5,3,39,40,2,NA
1960,1,NA,64000,0,0,13,1,18,120,1,NA
1959,0,0,13001,0,1,7,1,26,NA,2,5000
1960,0,0,18772,0,1,6,2,33,NA,1,NA
1962,1,NA,32000,0,1,6,2,39,35,1,8000
1963,1,0,97000,0,1,9,3,23,40,1,NA
1958,1,0,42050,0,1,NA,3,28,9,1,NA
1959,1,0,53000,0,1,16,1,45,42,1,3600
1960,1,0,235000,0,1,10,1,23,50,2,5300
1964,1,0,158000,0,1,5,2,31,40,4,NA
1962,1,0,56000,0,1,NA,2,30,40,1,NA
1957,1,0,58000,0,1,NA,4,28,70,1,NA
1962,1,0,259000,0,1,7,1,44,NA,1,NA
1960,0,0,80000,0,1,7,2,36,NA,1,NA
1957,0,0,93011,0,0,14,1,35,40,2,NA
1961,1,0,150000,0,1,7,2,32,45,3,4500
1958,1,0,137300,0,1,1,2,38,35,3,NA
1964,0,NA,114000,0,1,NA,2,25,4,3,NA
1957,0,0,142000,0,1,7,1,25,35,1,NA
1959,1,NA,128000,0,1,25,1,32,40,1,17000
1960,0,NA,84000,0,1,11,1,16,45,5,NA
1957,0,0,110500,0,1,9,1,20,40,1,NA
1961,0,0,17700,0,1,13,2,28,NA,2,NA
1958,0,0,207030,0,1,NA,2,22,6,1,NA
1960,1,0,1,0,1,NA,2,20,40,1,NA
1963,1,0,244000,0,1,8,1,35,45,4,NA
1964,1,0,183900,0,1,4,1,25,45,5,5000
1958,1,NA,92000,0,0,NA,3,28,42,4,NA
1961,0,NA,63200,0,1,NA,3,22,30,1,NA
1964,1,NA,115500,0,0,NA,1,18,50,1,2500
1963,0,NA,39400,0,1,NA,3,17,6,1,2300
1960,0,NA,72500,0,1,NA,1,34,24,8,NA
1957,1,0,125000,0,0,10,2,26,6,1,NA
1961,1,0,115000,0,1,16,1,21,100,1,NA
1958,0,0,72400,10,0,NA,2,30,50,4,NA
1963,1,0,86630,0,0,11,2,26,85,1,NA
1960,0,1,19152,0,1,4,1,22,NA,1,NA
1961,1,0,45000,NA,1,22,2,28,124,1,NA
1959,0,NA,130000,0,0,NA,1,29,73,1,NA
1961,0,NA,32174,0,1,19,1,26,47,1,NA
1964,1,1,47264,0,1,24,2,27,40,2,NA
1958,0,0,110000,0,1,23,2,32,40,4,1000
1961,0,0,114000,0,1,23,1,25,34,5,9400
1959,0,0,84000,0,1,11,2,24,32,1,NA
1961,1,0,56932,0,1,18,2,41,70,2,NA
1960,0,0,4000,0,1,NA,1,30,76,1,NA
1963,0,0,155000,0,1,NA,2,20,32,1,NA
1959,0,0,88852,0,1,6,2,31,40,2,NA
1960,1,0,75000,0,1,NA,1,34,128,1,NA
1960,1,1,497763,0,1,14,2,40,40,5,5000
1964,0,0,71000,0,1,NA,2,35,40,1,NA
1964,1,0,68634,0,1,18,1,26,40,1,NA
1962,1,0,101000,0,0,NA,2,21,100,1,NA
1964,0,0,98000,0,1,10,2,27,25,3,NA
1960,1,0,497763,0,0,16,4,22,40,5,40000
1962,1,0,1e+05,0,1,28,3,36,100,4,3000
1964,1,0,149200,0,1,22,1,28,80,1,NA
1962,1,1,497763,0,1,4,1,32,80,8,NA
1964,0,0,43200,0,1,5,2,23,24,8,NA
1957,1,0,80000,0,1,13,2,26,35,1,NA
1958,0,0,74400,1,1,NA,1,29,16,3,7000
1960,0,0,1,0,0,NA,2,31,24,4,5000
1961,1,0,62300,0,1,NA,2,33,40,1,7000
1963,0,0,152758,0,1,12,4,33,40,3,NA
1957,0,0,479983,0,1,NA,1,34,15,2,8000
1961,1,0,70,0,1,NA,1,30,55,3,NA
1960,1,0,200100,0,1,7,1,26,NA,4,20000
1964,1,0,84000,0,1,6,2,30,40,1,NA
1962,0,NA,29000,40,1,13,3,28,20,1,NA
1957,1,NA,42000,0,1,13,1,29,40,1,NA
1959,0,NA,65000,0,1,NA,1,36,45,2,NA
1960,0,0,120160,11,1,12,1,32,80,1,NA
1960,1,0,18000,0,1,NA,3,27,48,2,NA
1957,0,NA,151000,0,1,NA,2,36,6,4,3500
1957,0,NA,185000,0,1,9,2,32,40,8,NA
1959,1,NA,190500,0,1,11,2,31,60,3,7500
1963,0,0,88200,0,1,6,1,21,8,1,NA
1961,0,0,254000,0,1,11,2,41,35,5,NA
1964,0,0,1e+05,0,0,20,2,28,24,5,NA
1962,1,NA,250000,0,1,13,1,34,5,3,2500
1959,0,0,479983,0,1,NA,2,32,60,3,2500
1958,1,0,135000,4,1,12,2,37,90,3,5500
1957,0,NA,50,0,0,NA,1,28,35,2,NA
1964,1,0,215000,0,1,11,3,28,48,4,4865
1963,1,0,198000,0,1,11,2,33,45,2,NA
1960,0,0,94408,52,1,NA,2,33,40,1,NA
1961,0,NA,100100,0,1,3,2,36,NA,3,NA
1962,0,NA,163000,0,1,22,2,31,NA,4,NA
1964,1,0,129000,0,1,6,2,32,40,1,NA
1963,0,NA,33000,0,1,NA,1,27,40,1,NA
1963,1,0,36000,0,1,NA,1,26,35,3,10000
1963,0,0,203000,0,0,8,2,20,40,1,NA
1958,1,0,74000,0,1,NA,2,33,120,4,9500
1961,0,0,135520,52,0,11,1,27,40,2,NA
1959,1,0,32077,4,0,NA,2,28,110,1,NA
1958,0,0,166500,0,1,5,2,27,20,4,NA
1958,0,NA,39800,0,0,6,1,18,40,8,3800
1963,0,1,30416,0,1,NA,2,19,25,1,NA
1960,0,NA,60100,0,0,NA,4,23,0,1,NA
1962,0,0,16000,4,1,15,1,19,108,8,NA
1959,1,0,160000,0,1,10,2,41,50,4,2000
1964,1,0,30000,0,1,14,1,21,NA,1,NA
1963,1,0,3240,52,1,20,1,27,NA,1,NA
1964,0,0,454737,0,1,NA,6,25,6,4,2750
1963,1,0,1e+05,0,1,20,1,44,54,4,7500
1957,0,NA,64000,0,0,9,2,17,80,2,5200
1961,0,NA,85986,0,1,14,1,29,NA,8,3800
1958,1,0,42510,0,1,9,1,40,40,3,NA
1957,1,0,105200,0,0,NA,1,24,40,1,NA
1958,1,NA,18200,0,1,NA,2,21,40,1,NA
1962,1,1,50000,0,1,12,1,31,50,1,NA
1961,0,0,58882,0,1,NA,1,20,40,1,NA
1962,0,NA,45000,0,0,4,1,23,40,1,NA
1959,1,0,150100,0,0,6,2,24,42,1,NA
1962,1,0,58500,0,1,NA,2,28,40,1,NA
1964,0,0,54080,0,1,NA,2,22,38,1,NA
1957,1,NA,41508,0,1,NA,2,31,40,1,NA
1963,0,NA,45054,0,1,NA,2,23,12,4,8000
1960,0,0,1,0,1,17,1,37,45,5,250
1963,0,0,72000,0,0,4,2,26,60,1,NA
1960,1,NA,114000,0,1,6,2,28,40,1,NA
1958,0,1,111000,0,0,10,1,15,40,1,1400
1960,1,0,56050,0,1,NA,3,31,40,2,NA
1964,1,0,116000,0,0,20,3,28,50,2,NA
1963,1,0,497763,0,1,11,2,38,50,5,2800
1957,0,0,1e+05,0,1,6,1,26,70,2,NA
1958,0,0,88020,0,1,7,2,34,80,1,NA
1964,0,0,140488,0,0,7,2,27,50,4,NA
1958,1,0,60500,0,1,9,1,33,44,2,6489
1964,1,0,497763,0,0,9,3,29,90,4,NA
1963,0,0,177000,0,0,NA,1,39,40,5,5000
1964,0,0,20000,0,0,14,1,25,40,1,NA
1963,0,0,180000,29,1,18,1,15,50,5,18100
1961,1,0,34200,24,0,NA,1,36,92,1,980
1962,0,0,21624,0,0,NA,2,22,22,1,NA
1962,1,0,96548,1,0,11,2,24,82,8,500
1964,1,0,143000,0,1,4,3,29,45,2,1500
1962,1,0,80000,0,0,7,1,35,40,2,NA
1957,1,1,92500,0,1,NA,1,37,50,5,2200
1960,1,0,155200,0,0,5,2,35,40,2,2500
1962,1,0,81800,0,1,9,1,24,40,1,220
1962,0,0,80000,0,0,10,1,24,34,1,1050
1964,0,0,85400,0,0,7,2,27,40,2,4200
1957,1,0,159000,0,1,NA,4,25,40,2,NA
1957,1,0,76200,0,0,NA,3,29,NA,4,NA
1959,0,0,64200,0,1,NA,2,25,24,4,9000
1963,0,0,42600,0,1,18,2,28,84,5,40000
1961,0,0,88000,0,1,6,4,26,40,4,200
1961,0,0,145000,0,1,8,3,34,30,4,NA
1962,0,NA,110000,0,1,24,1,40,52,5,12000
1959,0,0,32350,0,0,8,2,32,35,2,600
1961,0,0,50000,0,0,NA,5,19,40,1,NA
1963,0,0,66400,0,1,NA,1,40,77,5,10000
1960,1,0,56030,0,0,NA,2,24,45,1,NA
1960,1,0,80000,0,0,10,1,29,50,3,NA
1964,0,0,7488,0,1,NA,1,22,4,1,900
1962,1,0,130000,0,0,17,1,30,80,3,7000
1958,1,0,170000,0,0,4,1,29,40,4,6500
1961,1,NA,127000,0,1,5,2,26,40,4,6000
1962,1,0,115404,0,1,11,1,30,95,5,NA
1959,1,0,75000,0,0,5,2,21,40,1,NA
1958,1,NA,32000,0,0,1,1,24,40,1,NA
1960,1,0,497763,0,1,9,3,28,77,7,NA
1959,0,0,40300,0,0,NA,2,21,NA,2,NA
1961,1,0,30000,0,0,7,1,27,8,1,NA
1964,1,0,215404,0,0,10,2,24,NA,1,NA
1958,1,0,22716,0,0,3,2,39,NA,1,NA
1964,0,0,145200,0,1,7,3,27,80,4,7000
1959,0,0,75000,0,0,NA,2,24,40,3,NA
1964,0,0,49000,0,0,6,1,26,0,1,NA
1960,0,0,56000,0,1,13,1,26,36,2,NA
1957,1,1,215250,0,1,NA,2,31,65,4,NA
1960,1,0,99000,0,0,2,2,26,40,1,NA
1959,0,0,77000,0,1,NA,1,20,40,1,NA
1962,0,0,64767,0,0,19,2,28,58,6,40000
1964,0,0,161000,0,0,9,1,22,65,1,NA
1964,0,0,125000,0,0,18,2,26,80,8,9298
1962,0,NA,121200,0,0,3,2,24,40,2,NA
1962,1,0,120000,0,1,12,2,26,48,1,NA
1961,0,0,254000,0,1,5,1,22,NA,2,NA
1964,1,1,91000,0,1,13,2,31,50,1,NA
1963,0,1,85000,0,1,8,1,18,50,2,NA
1963,1,0,52000,0,1,7,2,30,50,1,NA
1960,0,NA,150000,0,1,20,1,44,NA,3,7000
1960,0,NA,62000,0,1,19,2,33,12,3,8000
1962,0,0,1,0,1,NA,3,32,50,7,21000
1963,0,0,408473,0,1,NA,2,28,8,2,NA
1963,0,0,50000,0,0,NA,2,23,5,1,NA
1959,0,0,110000,0,0,NA,1,35,40,3,3000
1962,0,0,65000,0,1,NA,2,28,35,3,1105
1961,0,0,174000,0,1,19,3,32,NA,3,NA
1962,0,0,497763,0,1,14,3,31,NA,3,NA
1963,1,NA,497763,0,1,12,2,27,52,7,42000
1958,1,0,198000,0,0,13,1,29,82,1,NA
1960,0,NA,54600,0,1,NA,1,26,37,1,NA
1964,1,0,497763,0,1,18,2,29,80,7,22000
1963,1,0,80000,0,1,28,1,22,NA,1,2500
1960,0,0,63000,0,1,NA,2,25,44,1,NA
1959,1,0,139200,0,1,5,1,27,45,1,NA
1959,1,0,20000,0,1,NA,3,23,45,3,NA
1960,0,0,95280,0,1,NA,2,30,6,4,NA
1959,0,0,70400,0,0,24,1,31,105,2,NA
1959,0,0,497763,0,0,8,2,30,40,3,1500
1961,1,0,166050,0,1,11,2,34,45,4,NA
1963,1,NA,97000,0,1,13,1,27,85,2,NA
1961,1,NA,497763,0,1,12,3,32,55,5,NA
1963,1,NA,205000,0,1,9,1,32,40,5,1400
1961,0,1,39000,0,1,5,1,26,40,1,NA
1957,0,1,7584,0,1,7,3,30,40,1,NA
1957,1,NA,89000,0,1,NA,1,30,40,1,NA
1964,1,0,55200,0,0,11,4,26,50,1,NA
1961,0,0,120000,0,1,NA,2,36,45,5,3000
1961,1,NA,56000,0,1,NA,2,23,40,1,NA
1960,0,1,8088,0,0,11,1,24,NA,2,4794
1963,0,NA,82000,0,0,7,2,25,40,5,NA
1957,0,NA,37000,0,1,19,1,21,96,1,NA
1960,1,NA,29000,0,0,NA,1,20,40,1,NA
1964,0,NA,800,0,0,8,1,32,16,1,NA
1962,0,0,1,50,1,NA,1,17,40,1,NA
1959,0,0,114200,0,1,11,1,19,NA,1,NA
1964,0,1,8485,0,1,15,1,24,47,1,NA
1963,1,NA,30000,0,1,NA,2,35,48,4,5000
1963,1,0,255000,0,1,22,1,23,NA,6,10000
1961,1,0,113982,0,1,16,2,24,NA,1,NA
1958,0,0,10032,0,1,NA,1,21,90,4,NA
1963,0,0,43000,0,0,NA,1,20,40,1,NA
1962,0,0,198000,0,1,9,1,20,40,5,NA
1961,0,0,41440,0,1,NA,2,19,40,1,NA
1960,0,0,69000,0,1,6,1,26,55,1,NA
1962,0,0,114000,0,1,NA,4,25,11,2,NA
1958,0,0,72668,0,1,16,2,25,40,1,NA
1957,0,NA,66500,0,1,NA,2,32,46,4,15300
1958,0,NA,2400,52,1,7,1,16,NA,1,NA
1960,0,NA,37000,0,1,11,1,21,90,1,NA
1960,1,0,14400,2,1,NA,2,28,100,1,NA
1962,0,NA,58000,0,1,18,3,25,NA,2,5000
1963,1,0,77500,0,1,8,2,35,40,4,NA
1962,0,0,52308,NA,1,31,2,20,110,2,2500
1957,1,0,36900,0,1,NA,1,27,40,1,NA
1960,0,0,72000,0,0,NA,1,21,80,1,NA
1961,0,0,210000,0,1,15,2,39,52,1,NA
1962,0,0,187000,0,1,17,1,23,45,5,8000
1958,1,0,24000,0,1,1,1,20,NA,2,NA
1961,0,0,71600,0,1,NA,1,35,85,5,12200
1963,1,0,232000,0,1,14,1,19,84,1,299988
1964,0,0,479983,0,1,NA,2,27,30,2,5000
1958,1,0,67200,0,1,14,1,24,NA,1,NA
1962,1,0,38200,0,1,4,1,29,40,1,NA
1962,0,0,159000,0,1,5,2,26,50,1,NA
1963,0,0,39272,0,1,15,1,26,40,1,NA
1959,0,0,45500,0,0,NA,3,25,44,1,NA
1964,1,0,136100,0,1,9,2,27,60,4,NA
1961,1,0,39600,0,1,22,1,33,45,3,4000
1960,0,1,50439,0,1,NA,2,30,40,1,NA
1963,0,0,30226,42,1,41,1,21,88,1,NA
1961,1,NA,113000,0,1,12,1,27,70,2,2500
1964,1,0,73055,0,0,18,2,30,70,1,NA
1964,1,0,130000,0,1,24,2,36,40,8,15796
1962,0,0,43000,0,1,12,1,22,38,1,NA
1960,0,0,79000,0,1,11,2,35,40,2,NA
1963,0,0,64400,0,1,8,1,36,100,2,5000
1963,1,NA,79060,52,1,26,2,25,91,1,NA
1964,1,NA,89500,0,1,NA,3,20,55,1,NA
1960,0,0,18696,0,1,23,1,29,65,2,1300
1963,0,0,15000,0,1,18,1,21,36,1,NA
1964,1,0,64813,0,1,NA,1,27,40,1,NA
1960,1,0,160000,0,1,NA,3,27,75,2,3100
1962,0,0,107500,0,0,15,4,25,NA,3,1100
1963,1,NA,110000,12,1,4,1,25,40,2,8450
1957,1,0,1e+05,0,0,5,1,28,40,1,NA
1957,0,NA,88000,0,0,16,1,24,43,1,NA
1960,0,NA,210000,0,1,15,1,34,30,1,NA
1961,1,0,101000,0,0,5,1,24,40,1,NA
1962,1,0,17000,0,0,3,2,24,NA,1,NA
1964,1,0,45000,0,0,10,1,23,NA,1,NA
1962,0,NA,112000,0,0,NA,2,31,112,3,2000
1957,1,0,7000,0,1,NA,1,28,40,5,12000
1960,1,0,79000,0,0,7,2,31,40,3,6000
1962,1,0,265000,0,1,16,3,32,60,7,20000
1963,0,0,58020,0,1,8,1,30,40,1,3500
1964,1,0,181500,0,1,18,2,27,NA,4,7500
1960,1,0,134000,0,1,17,2,26,40,1,NA
1964,1,0,203000,0,1,9,1,23,NA,1,NA
1963,0,0,80000,0,1,2,2,30,34,1,NA
1959,0,0,18180,0,1,7,1,35,30,1,NA
1961,0,0,75094,0,1,12,1,19,40,1,NA
1957,1,0,72820,0,1,9,1,27,40,1,NA
1957,0,0,120000,0,1,4,1,22,40,3,NA
1959,0,0,56000,0,1,4,1,26,40,1,NA
1962,0,0,30880,52,0,16,1,17,50,1,NA
1962,0,NA,95000,0,1,15,1,28,25,1,NA
1962,0,1,12000,0,0,13,1,25,50,1,NA
1964,1,1,70800,0,0,8,1,25,1,1,NA
1960,0,NA,25000,2,0,13,1,19,86,1,NA
1962,0,NA,45000,0,0,4,1,16,NA,1,NA
1962,1,NA,5040,52,0,12,2,20,NA,1,NA
1963,0,NA,1,40,0,6,1,21,NA,2,NA
1959,0,0,258800,0,0,5,3,27,50,5,1000
1962,0,1,1e+05,0,0,6,1,25,NA,1,NA
1964,1,NA,92010,0,0,14,2,23,45,1,NA
1959,1,1,57000,0,0,3,2,24,40,1,NA
1963,0,0,85000,0,1,13,2,26,96,5,8200
1963,0,0,88000,0,1,7,3,25,NA,1,3000
1962,1,0,64525,0,1,15,2,22,42,1,600
1963,0,0,69400,0,1,24,3,21,105,1,1500
1958,1,NA,42050,0,0,NA,3,30,80,1,NA
1957,0,0,85000,18,1,10,1,21,80,5,2500
1960,0,0,56000,0,0,11,1,31,36,4,8000
1960,0,0,28272,0,1,18,2,24,NA,1,NA
1961,1,0,49000,0,1,15,1,23,45,1,NA
1963,0,0,47300,0,1,18,3,23,69,2,2500
1962,1,NA,48800,0,0,1,2,23,40,1,NA
1962,0,0,150500,0,1,4,1,23,50,4,5000
1963,1,0,173000,0,1,11,3,25,NA,3,2500
1963,1,NA,80000,0,1,9,3,29,45,4,5500
1960,1,NA,74500,0,1,NA,2,31,60,2,NA
1962,1,NA,83000,0,1,NA,2,27,99,1,NA
1962,1,NA,118000,0,0,4,1,25,50,2,5000
1964,1,NA,125200,0,1,3,2,24,40,4,3900
1958,0,0,63902,0,0,9,1,24,28,8,NA
1960,1,0,104000,0,1,14,2,22,90,4,9000
1963,0,0,14000,0,1,12,2,33,20,8,NA
1960,0,0,62300,0,0,NA,1,29,40,4,7500
1962,1,0,128600,0,0,18,2,21,40,8,NA
1960,1,0,72000,0,1,10,1,23,40,1,NA
1964,1,0,120000,0,1,22,2,38,32,2,6000
1961,0,NA,77000,0,1,27,1,20,140,1,25000
1959,0,0,124000,0,0,28,1,26,16,4,6200
1961,0,0,104000,0,1,28,2,25,100,3,6250
1964,0,0,94000,0,0,7,1,20,45,3,4000
1963,0,0,14512,0,1,24,1,18,40,1,5000
1964,0,0,12550,0,1,NA,2,20,70,1,1300
1961,1,0,1e+05,0,0,4,2,31,NA,1,NA
1964,0,0,116000,0,0,NA,4,24,40,2,NA
1961,0,0,50200,0,1,31,3,26,50,3,5500
1963,0,0,90000,0,1,8,2,29,40,3,5150
1963,0,0,83896,0,0,19,2,39,94,3,7400
1962,1,0,1e+05,0,1,12,4,29,60,5,5000
1964,1,0,80050,0,0,9,3,29,55,4,11000
1958,0,0,110012,0,0,8,1,23,25,8,1750
1963,1,0,197000,0,1,10,4,30,45,4,10000
1962,1,NA,70100,0,0,6,2,25,18,1,NA
1960,1,0,115050,0,0,3,3,29,65,1,NA
1958,1,0,90000,0,1,14,2,27,40,1,NA
1962,1,1,180000,0,0,4,2,30,NA,1,NA
1963,1,0,28000,0,1,21,1,25,80,1,NA
1964,0,1,40000,0,1,11,1,20,62,2,NA
1959,1,NA,64000,0,0,NA,3,23,72,1,NA
1960,1,1,60000,0,0,3,2,22,NA,4,5000
1961,1,1,497763,0,0,15,1,25,NA,8,NA
1963,1,1,71105,0,1,13,1,25,70,4,NA
1961,1,0,221500,0,1,8,2,26,55,4,5500
1962,1,0,170500,0,1,9,3,26,47,4,4000
1959,0,0,78000,0,0,NA,1,20,40,1,450
1960,0,0,112548,0,1,9,2,33,55,2,3500
1960,1,1,85000,0,0,7,2,35,NA,2,NA
1959,0,NA,27000,0,0,NA,3,18,95,1,NA
1961,1,0,76000,0,0,4,3,21,50,1,NA
1959,1,0,105000,0,1,NA,3,19,50,4,NA
1962,1,0,253500,0,1,11,2,28,52,4,5300
